Loan Ids,Good/Bad Loan,Covid_Period(Default),RECOMENDED_LOAN_AMT,INTEREST_RATE,TENOR,TOTAL_COLLATERAL_VALUE,REC_BASIS,FRESH_TOPUP,PRODUCT,CONSTITUTION,SOURCE_BRANCH,APPLICANT_STATE,APPLICANT_CITY,COBORROWER1_DESIGNATION,COBORROWER2_DESIGNATION,COBORROWER1_CIBILSCORE,COBORROWER2_CIBILSCORE,LOCALITY,Years of Operation,TOTAL_INCOME
sdv-id-NJzwOY,Bad,Yes,26668,14,27,,Cashflows,Fresh,Secured,Trust,F,Louisiana,Blairside,President,Treasurer,866,-1,RURAL,23,13715090
sdv-id-zpwrQo,Good,No,4420222,14,70,,Cashflows,Fresh,Others,Society,\,Illinois,Taraberg,Chairman,Treasurer,866,,SEMIU,20,11750059
sdv-id-auGVef,Bad,Yes,1117136,14,64,,Cashflows,Fresh,Others,Society,D,Utah,Ericaberg,Others,Others,866,862,RURAL,8,9457107
sdv-id-JQvtVj,Bad,No,43688,14,34,22917797.92,Bank Credits,Fresh,Others,Society,N,Rhode Island,North Josephfurt,Managing Trustee,Secretary,3,13,RURAL,8,95487
sdv-id-XdlBSZ,Bad,No,86127,14,46,,Bank Credits,Fresh,Secured,Society,T,Alaska,Patriciahaven,President,Correspondent,866,-1,RURAL,11,1729529
sdv-id-EHyemK,Bad,No,1553932,14,54,21252036.93,Finance Ledgers,Fresh,Others,Society,R,Minnesota,Emilybury,Secretary,Secretary,713,862,SEMIU,12,35771649
sdv-id-rYfsRq,Bad,Yes,1959863,14,53,,Finance Ledgers,Fresh,Secured,Trust,M,New Hampshire,Huangbury,Secretary,Managing Director,863,862,RURAL,3,4481071
sdv-id-JjZFgH,Bad,No,4540790,14,53,,Finance Ledgers,Fresh,Secured,Trust,C,Texas,East Catherine,Member,Trustee,866,853,URBAN,32,26050306
sdv-id-CedMqs,Good,No,1209861,14,52,,Finance Ledgers,Fresh,Unsecured,Society,_,New Hampshire,Sarahville,President,Managing Director,866,499,SEMIU,29,
sdv-id-gAqczF,Bad,No,18094,14,35,,Cashflows,Fresh,Secured,Society,H,Alaska,New Matthewside,President,Secretary,866,862,URBAN,6,342949
sdv-id-XUaXkY,Bad,No,27935,14,33,,Finance Ledgers,Fresh,Unsecured,Trust,H,California,Hammondside,Secretary,Vice President,91,862,URBAN,9,12054092
sdv-id-PRWcZl,Good,No,2465155,14,44,18746516.83,Cashflows,Top Up,Others,Society,M,Connecticut,Port Autumnside,President,Others,866,862,URBAN,17,51907961
sdv-id-BIjxyn,Good,No,3368715,14,66,,Cashflows,Fresh,Unsecured,Society,V,Kentucky,Port Jonathanport,Secretary,Others,866,862,SEMIU,11,23606774
sdv-id-HGukDw,Good,No,1714012,14,95,11105334.54,Cashflows,Fresh,Others,Trust,I,California,Holmeshaven,Correspondent,Secretary,863,862,RURAL,5,3039960
sdv-id-MTOTZP,Bad,No,274384,14,39,,Cashflows,Fresh,Others,Trust,M,Maryland,New Brandon,Secretary,Member,273,831,SEMIU,10,1243960
sdv-id-KjGWBi,Good,No,893856,14,44,,Finance Ledgers,Top Up,Others,Society,S,Rhode Island,New Christopher,Secretary,Secretary,866,862,SEMIU,38,3895762
sdv-id-Vnpmxt,Bad,Yes,760234,14,32,22995998.08,Cashflows,Top Up,Unsecured,Trust,],Ohio,Port Emma,President,Member,866,862,RURAL,45,24648905
sdv-id-jLJvnv,Bad,No,3321386,14,49,2656075.663,Cashflows,Fresh,Others,Society,H,South Carolina,Schultzbury,President,Secretary,866,862,RURAL,11,15234593
sdv-id-uhqTke,Bad,Yes,2884838,14,91,,Cashflows,Fresh,Others,Trust,E,Massachusetts,Sandrahaven,President,Others,866,854,RURAL,1,4249911
sdv-id-fWWdRB,Good,No,12600,14,43,,Finance Ledgers,Fresh,Others,Society,],Maine,Nicoleshire,President,Secretary,183,-1,SEMIU,17,4507173
sdv-id-WYJYrr,Good,No,5140199,14,57,,Cashflows,Top Up,Others,Trust,m,New York,Adamhaven,Secretary,Treasurer,866,93,RURAL,3,13522005
sdv-id-ooMVWD,Good,No,1592058,14,61,,Cashflows,Fresh,Unsecured,Society,H,Massachusetts,Dudleyburgh,Member,Trustee,866,-1,URBAN,45,12372920
sdv-id-RpeAbw,Good,No,687344,14,42,,Finance Ledgers,Fresh,Others,Society,B,New York,Valerieborough,Chairman,Treasurer,866,862,RURAL,24,4387768
sdv-id-svtNzB,Bad,Yes,10222818,14,83,,Finance Ledgers,Top Up,Others,Society,^,Arizona,Port Eric,Vice President,Treasurer,866,862,URBAN,6,10782937
sdv-id-jwZfyh,Bad,No,4710916,14,61,,Finance Ledgers,Fresh,Secured,Trust,J,Michigan,South Richard,Managing Trustee,Vice President,198,862,SEMIU,24,40933162
sdv-id-xljmsx,Good,No,1061014,14,59,13418327.82,Cashflows,Top Up,Unsecured,Society,O,Delaware,West Rebeccaton,Managing Director,Secretary,866,862,URBAN,43,15640699
sdv-id-YOsZIX,Bad,Yes,6928008,14,121,,Cashflows,Fresh,Others,Society,C,Arkansas,Riveraberg,President,Secretary,866,-1,URBAN,11,9692956
sdv-id-aVvfgn,Bad,No,805526,14,45,,Finance Ledgers,Fresh,Secured,Society,V,Utah,North Judy,Secretary,Others,866,862,RURAL,18,6841361
sdv-id-bjKcpz,Good,Yes,1233522,14,45,,Cashflows,Fresh,Secured,Trust,C,Delaware,Christown,Correspondent,Correspondent,866,862,RURAL,16,21724548
sdv-id-PFQsmV,Good,No,9943465,14,32,,Cashflows,Fresh,Others,Trust,I,Nevada,Montoyaview,Secretary,Others,866,862,RURAL,17,22464003
sdv-id-rUqxnK,Bad,Yes,553116,14,46,,Finance Ledgers,Top Up,Unsecured,Society,E,New Mexico,West Michael,Secretary,Member,398,862,SEMIU,4,455938
sdv-id-ILfNlw,Bad,No,169670,14,55,,Cashflows,Fresh,Unsecured,Society,E,Arkansas,South Rebeccatown,President,Trustee,864,-1,SEMIU,11,123500
sdv-id-lemzLQ,Good,No,3214262,14,76,5096760.695,Cashflows,Fresh,Unsecured,Society,Q,California,Matthewport,Secretary,Others,866,-1,SEMIU,1,3553643
sdv-id-lNDtve,Bad,Yes,9175,14,51,3450065.904,Cashflows,Fresh,Others,Trust,O,Florida,North Tamaramouth,Secretary,Member,8,-1,SEMIU,17,13120
sdv-id-DIIBUV,Bad,No,2957595,14,63,,Cashflows,Fresh,Others,Trust,O,Texas,Port Linda,Secretary,Treasurer,839,-1,RURAL,11,20195517
sdv-id-wRUxFI,Good,No,5052085,14,79,,Finance Ledgers,Fresh,Unsecured,Trust,H,Connecticut,New Nicoleville,Director,President,866,862,URBAN,7,48758003
sdv-id-qkyadG,Bad,No,144782,14,44,9718249.005,Finance Ledgers,Fresh,Secured,Society,W,Florida,Eduardohaven,Chairman,Trustee,866,862,SEMIU,8,2140287
sdv-id-kxoIzN,Bad,No,1142146,14,32,,Cashflows,Fresh,Secured,Society,G,Wyoming,Cameronstad,,Managing Trustee,866,862,URBAN,22,19156978
sdv-id-iGuamz,Good,No,107314,14,39,,Finance Ledgers,Fresh,Unsecured,Trust,Y,Massachusetts,Theresaborough,Managing Director,Managing Director,648,862,URBAN,11,16588804
sdv-id-pjRORR,Bad,Yes,8678446,14,82,13216908.04,Cashflows,Fresh,Unsecured,Society,U,Colorado,South Courtney,Managing Trustee,Secretary,339,-1,SEMIU,12,5687930
sdv-id-PytJYQ,Bad,No,1115824,14,68,34505080.46,Cashflows,Fresh,Others,Trust,L,Vermont,East Brittanyburgh,Secretary,Secretary,866,862,SEMIU,15,6702989
sdv-id-wXjjSe,Bad,Yes,563166,14,44,,Finance Ledgers,Top Up,Others,Trust,O,Delaware,Briannafort,Trustee,Managing Director,866,862,URBAN,4,1185431
sdv-id-qbpNyr,Bad,No,3768964,14,66,,Cashflows,Fresh,Others,Trust,A,Ohio,Dayfort,Secretary,Secretary,33,862,SEMIU,11,28779917
sdv-id-BPeQix,Good,No,1657589,14,95,16973135.88,Cashflows,Fresh,Others,Trust,A,Louisiana,Daniellebury,President,Trustee,866,592,SEMIU,12,12166509
sdv-id-CElhPw,Bad,Yes,7141441,14,55,,Cashflows,Fresh,Others,Society,[,Nebraska,Robertochester,President,Vice President,866,862,SEMIU,12,10901721
sdv-id-kSdhYv,Bad,No,447051,14,59,,Cashflows,Fresh,Unsecured,Trust,S,Nevada,East Cory,President,Secretary,199,-1,URBAN,9,2740266
sdv-id-pqGxnN,Bad,Yes,4894300,14,66,40628689.52,Cashflows,Fresh,Others,Society,\,Delaware,South Robertchester,President,Secretary,866,862,SEMIU,44,63521351
sdv-id-vpTSpM,Bad,Yes,355384,14,43,,Finance Ledgers,Fresh,Others,Society,A,Nevada,Lake Jacobtown,Vice President,,866,600,SEMIU,17,7563144
sdv-id-yxunKQ,Bad,Yes,1083098,14,92,,Cashflows,Fresh,Others,Society,X,Kentucky,Woodardton,President,Others,156,3,SEMIU,6,1866308
sdv-id-lPhvqK,Good,No,9388,14,25,,Finance Ledgers,Fresh,Unsecured,Society,E,Illinois,Lopezview,Managing Director,Member,865,-1,SEMIU,1,4323085
sdv-id-WiYalC,Bad,No,1007698,14,25,25130364.8,Finance Ledgers,Fresh,Unsecured,Society,e,Arizona,West Tammy,President,Member,27,42,SEMIU,19,1685159
sdv-id-FkxxRC,Good,Yes,72143,14,33,,Finance Ledgers,Fresh,Unsecured,Society,V,North Carolina,Hughesburgh,Chairman,Member,866,862,RURAL,8,2459888
sdv-id-vlgfGv,Good,No,169876,14,35,30075541.48,Cashflows,Fresh,Secured,Trust,C,Alabama,East Paige,President,Managing Director,866,-1,URBAN,15,2428756
sdv-id-ldvaXR,Bad,Yes,305556,14,27,,Finance Audits,Fresh,Secured,Society,C,New Mexico,Isaiahburgh,President,Chairman,236,435,SEMIU,1,9899338
sdv-id-oyNGMx,Good,No,26224,14,36,26409987.64,Cashflows,Top Up,Secured,Society,L,Alaska,Mezaport,Treasurer,Member,866,-1,SEMIU,13,972878
sdv-id-oThuad,Good,No,1998836,14,64,20890019.37,Cashflows,Fresh,Secured,Society,K,North Carolina,Port Jessica,Chairman,Managing Director,481,386,SEMIU,27,10866184
sdv-id-xuzmor,Bad,No,2125686,14,58,,Cashflows,Fresh,Unsecured,Trust,E,Nevada,South Kimfort,Secretary,Treasurer,866,862,RURAL,5,20731961
sdv-id-LVAkcw,Bad,No,37020,14,30,,Finance Ledgers,Fresh,Others,Trust,D,Texas,Morganmouth,,Trustee,866,862,URBAN,11,2062535
sdv-id-CfHCSO,Good,No,2261192,14,62,,Cashflows,Top Up,Others,Trust,E,Indiana,Brooksberg,Managing Trustee,President,866,862,RURAL,24,18835629
sdv-id-JoMilb,Good,No,655236,14,53,,Cashflows,Fresh,Unsecured,Society,T,Minnesota,North Scottmouth,Managing Director,Treasurer,839,862,SEMIU,5,29484951
sdv-id-aDAzNI,Bad,No,426528,14,76,,Cashflows,Fresh,Others,Society,i,Iowa,West Henry,President,Member,866,-1,SEMIU,12,5631708
sdv-id-mKuIzR,Bad,No,327748,14,25,,Finance Audits,Fresh,Secured,Society,O,Indiana,Nathanbury,Secretary,Correspondent,250,862,SEMIU,19,2893950
sdv-id-QidSPY,Good,No,1438520,14,73,,Finance Ledgers,Fresh,Unsecured,Society,E,Wyoming,Dixontown,President,President,866,842,URBAN,20,5048556
sdv-id-RJxaUd,Bad,No,239348,14,42,,Finance Ledgers,Fresh,Secured,Trust,_,Arkansas,Dickersonside,President,Secretary,866,862,SEMIU,12,1962901
sdv-id-hpOpaT,Good,No,1994102,14,69,,Average Bank Balance,Fresh,Others,Society,E,Wyoming,New Calvinville,Secretary,President,866,3,RURAL,24,24005982
sdv-id-DmZgtB,Bad,Yes,199659,14,51,13823075.13,Finance Ledgers,Fresh,Unsecured,Trust,R,Wisconsin,Tiffanyside,President,Member,866,862,SEMIU,9,10540181
sdv-id-YNFSnm,Good,No,19498,14,19,,Cashflows,Fresh,Secured,Society,D,Idaho,Ryanfort,Managing Trustee,Correspondent,0,862,RURAL,4,4203917
sdv-id-GgAFeW,Bad,No,6826877,14,75,,Finance Ledgers,Fresh,Others,Society,N,Virginia,Prattberg,President,Treasurer,866,833,URBAN,38,7936351
sdv-id-hNQBCr,Good,No,2212816,14,49,,Cashflows,Top Up,Others,Society,P,Illinois,West Rebecca,President,President,866,862,SEMIU,28,6587014
sdv-id-YfKzkq,Bad,Yes,504320,14,44,,Cashflows,Fresh,Others,Society,O,South Dakota,Jennifertown,Correspondent,Correspondent,866,862,SEMIU,21,33334443
sdv-id-gnyUsN,Good,No,4601359,14,66,,Cashflows,Fresh,Others,Trust,M,California,South Michael,Secretary,Member,866,107,URBAN,7,28092192
sdv-id-wKicaR,Good,No,3682599,14,45,,Cashflows,Fresh,Others,Trust,K,Iowa,Melaniemouth,Managing Director,Managing Director,4,-1,RURAL,14,14051549
sdv-id-hVWIGM,Good,No,12580,14,17,,Cashflows,Fresh,Unsecured,Society,H,Kentucky,Youngtown,President,Secretary,486,856,URBAN,20,4103349
sdv-id-HoJjqj,Good,No,53629,14,36,,Finance Ledgers,Fresh,Others,Trust,E,Illinois,Jacobsburgh,Secretary,Member,866,862,URBAN,9,558157
sdv-id-qQtuAf,Good,No,1062287,14,42,,Cashflows,Fresh,Others,Society,O,Colorado,Garciafort,Managing Director,Secretary,866,862,SEMIU,5,14793120
sdv-id-cMHUyZ,Good,No,51016,14,52,3839636.419,Cashflows,Top Up,Others,Trust,F,Minnesota,Diazborough,President,President,866,-1,SEMIU,2,591075
sdv-id-tDSJOQ,Good,No,72667,14,28,,Average Bank Balance,Fresh,Secured,Society,Y,South Carolina,Gonzalezville,Secretary,Trustee,866,862,SEMIU,16,21500379
sdv-id-eMfMCF,Bad,No,1071470,14,64,,Cashflows,Fresh,Secured,Society,D,Delaware,North Kaylahaven,Correspondent,Managing Director,866,862,SEMIU,13,21113708
sdv-id-pWYxZU,Good,No,3419270,14,56,15104559.45,Finance Ledgers,Fresh,Others,Society,C,Oregon,West Loriville,President,Managing Director,866,840,RURAL,12,18245407
sdv-id-OUraLF,Good,No,1690581,14,32,51092635.93,Cashflows,Top Up,Secured,Society,B,Pennsylvania,Lake Phyllis,Secretary,Trustee,866,862,URBAN,24,15622067
sdv-id-LyEFqG,Good,No,8204,14,33,,Finance Ledgers,Fresh,Secured,Society,R,Oklahoma,Torresstad,President,Member,866,862,RURAL,9,540448
sdv-id-PhdHWD,Good,No,128843,14,39,27763321.39,Cashflows,Fresh,Secured,Society,E,Hawaii,Yangton,Managing Trustee,Trustee,866,862,RURAL,8,2317127
sdv-id-FLwzKt,Bad,Yes,735676,14,71,,Cashflows,Fresh,Others,Society,L,Wyoming,West Antoniomouth,Secretary,President,866,862,URBAN,15,3820429
sdv-id-snArMA,Good,No,2206518,14,55,,Cashflows,Fresh,Secured,Society,V,Rhode Island,Lake Kevin,Chairman,Vice President,866,862,RURAL,22,31299014
sdv-id-CkUHtL,Bad,No,2961854,14,63,,Cashflows,Fresh,Unsecured,Society,^,Missouri,East Michelleborough,Vice President,President,866,862,URBAN,18,27549971
sdv-id-OBFlzC,Good,No,15125116,14,103,9073042.891,Finance Audits,Fresh,Others,Trust,T,Arkansas,Hernandezshire,President,Member,536,119,URBAN,21,15389749
sdv-id-Endyhr,Bad,Yes,10266802,14,95,,Cashflows,Top Up,Others,Society,e,Tennessee,Robertborough,Secretary,Secretary,866,862,SEMIU,9,16853200
sdv-id-efRKev,Bad,Yes,10876,14,48,15073456.05,Finance Ledgers,Fresh,Unsecured,Society,V,Oklahoma,Randallhaven,President,Trustee,866,578,RURAL,13,4751148
sdv-id-iejPvi,Good,No,2399861,14,36,,Cashflows,Fresh,Others,Society,\,Florida,Vincentview,Secretary,Member,866,-1,SEMIU,3,18311039
sdv-id-uKVhOG,Good,Yes,3059636,14,66,30170310.33,Cashflows,Fresh,Unsecured,Society,C,North Carolina,Port Hailey,Vice President,Managing Director,866,862,URBAN,14,27652837
sdv-id-smOwZe,Bad,No,774179,14,47,28629026.83,Cashflows,Fresh,Unsecured,Society,S,North Dakota,North Courtney,Others,Secretary,866,862,RURAL,11,12566198
sdv-id-uTkjip,Bad,No,1293229,14,71,,Finance Ledgers,Fresh,Others,Trust,_,Vermont,New Joycefort,Managing Trustee,Trustee,866,862,RURAL,21,754059
sdv-id-hJtISw,Bad,No,86769,14,40,,Cashflows,Fresh,Unsecured,Society,P,Washington,Lake Bradley,Secretary,President,866,-1,SEMIU,4,425737
sdv-id-OBcdIS,Bad,No,835609,14,30,,Cashflows,Fresh,Unsecured,Society,^,New Hampshire,West Samueltown,Correspondent,President,866,392,RURAL,15,13495143
sdv-id-oKFKRY,Bad,No,7149421,14,68,,Cashflows,Fresh,Unsecured,Trust,O,Oregon,Chavezport,President,Trustee,124,862,RURAL,18,56080603
sdv-id-vsLcmO,Bad,No,575266,14,53,,Cashflows,Fresh,Others,Society,c,New York,Frankburgh,President,Others,866,862,RURAL,9,25884174
sdv-id-yWWjjM,Bad,No,202030,14,41,318273.9715,Finance Audits,Fresh,Others,Society,A,Rhode Island,Port Leahfurt,Correspondent,Vice President,712,-1,SEMIU,17,244419
sdv-id-kRhXgd,Bad,No,22331,14,54,,Cashflows,Fresh,Unsecured,Society,Z,Kansas,South Briannaburgh,President,President,866,-1,URBAN,9,3501551
sdv-id-CrNwJj,Bad,No,3323358,14,24,,Cashflows,Fresh,Others,Society,V,Nevada,North Ericaland,Secretary,Treasurer,866,862,SEMIU,7,9627150
sdv-id-RglnMD,Bad,Yes,752892,14,32,,Finance Audits,Fresh,Unsecured,Trust,_,Washington,Robinsonside,Trustee,Secretary,20,862,SEMIU,26,5953057
sdv-id-OEKeYc,Bad,No,2603932,14,66,28270778.8,Cashflows,Fresh,Secured,Trust,U,Kansas,Williamville,President,President,866,862,RURAL,16,8922455
sdv-id-fxeejV,Good,No,83318,14,55,,Cashflows,Fresh,Secured,Trust,C,Arizona,South Dorothy,Managing Director,Treasurer,866,463,RURAL,16,15685999
sdv-id-KaKbAI,Good,No,28664,14,60,,Finance Ledgers,Fresh,Secured,Society,G,Vermont,Brendaport,President,Trustee,866,862,SEMIU,8,3105280
sdv-id-pVcyNl,Good,Yes,85619,14,40,16228599.46,Cashflows,Top Up,Unsecured,Society,V,Wyoming,Hernandezbury,President,President,866,-1,SEMIU,5,1398268
sdv-id-lMtLhU,Bad,No,1978121,14,63,,Cashflows,Fresh,Others,Trust,B,Georgia,Christopherland,President,Managing Director,866,851,URBAN,10,6665493
sdv-id-yOpoEN,Bad,No,5243746,14,76,,Cashflows,Fresh,Secured,Society,T,Mississippi,Lake Jasminestad,Secretary,Others,866,862,URBAN,19,43079833
sdv-id-rJxYbX,Good,No,16772520,14,95,,Cashflows,Fresh,Others,Society,Y,New Jersey,Lake Amanda,Others,Secretary,866,862,URBAN,19,63028776
sdv-id-RxYgyD,Good,No,4804994,14,62,,Finance Audits,Fresh,Others,Trust,Y,Kentucky,Port Christine,Others,Treasurer,866,807,SEMIU,3,41300456
sdv-id-ntkhtX,Good,No,2429247,14,65,8999693.393,Finance Ledgers,Top Up,Others,Society,E,California,Robertfurt,Secretary,Treasurer,866,862,URBAN,20,14124508
sdv-id-vQrSLx,Good,No,757135,14,48,,Finance Ledgers,Fresh,Others,Society,E,Montana,Whiteshire,Correspondent,Secretary,866,-1,RURAL,7,3176615
sdv-id-qnEwOd,Good,No,911714,14,82,,Cashflows,Fresh,Others,Society,Q,Wisconsin,Dixonmouth,Director,Vice President,866,862,SEMIU,9,1722495
sdv-id-eeLjoF,Bad,Yes,8022,14,34,,Finance Ledgers,Fresh,Secured,Society,I,Kansas,Ramseyside,Chairman,Trustee,866,857,RURAL,37,810292
sdv-id-skahgp,Good,No,2164150,14,56,,Cashflows,Fresh,Unsecured,Trust,A,Nevada,Fernandezmouth,Managing Trustee,Secretary,36,862,SEMIU,3,26747629
sdv-id-GmOuZa,Bad,No,2985452,14,49,56526903.76,Cashflows,Top Up,Unsecured,Society,_,West Virginia,South Nathanland,,Vice President,866,0,RURAL,7,9125082
sdv-id-GtSkUM,Good,No,505675,14,49,,Finance Ledgers,Fresh,Others,Society,E,Arizona,Heidibury,President,Trustee,35,-1,RURAL,11,4792627
sdv-id-uoEIMQ,Bad,No,584640,14,58,,Cashflows,Fresh,Others,Society,_,California,Rachelhaven,President,Treasurer,-1,840,SEMIU,11,12085533
sdv-id-UPSLzF,Bad,No,4831982,14,51,,Cashflows,Fresh,Others,Trust,H,Texas,Brownfurt,Secretary,Trustee,866,862,RURAL,15,11150993
sdv-id-rpZdHQ,Good,No,328877,14,34,,Cashflows,Fresh,Unsecured,Trust,g,Nebraska,Kimberlyton,Others,Treasurer,866,862,SEMIU,11,4869370
sdv-id-XzKOPt,Good,No,870062,14,74,14306829.32,Finance Ledgers,Fresh,Unsecured,Society,d,Connecticut,Masonburgh,President,President,866,862,RURAL,5,5437205
sdv-id-AyMStS,Bad,No,974950,14,90,26321576.71,Cashflows,Fresh,Others,Society,Y,Missouri,Fernandezborough,Others,Treasurer,257,845,RURAL,3,2385140
sdv-id-BJFrKH,Good,No,549414,14,49,23035519.26,Cashflows,Fresh,Unsecured,Trust,F,California,New Jamesstad,Correspondent,President,866,853,URBAN,17,10576388
sdv-id-DPMfrk,Bad,Yes,40397,14,49,22440225.44,Cashflows,Fresh,Secured,Trust,V,Texas,Davisbury,Secretary,President,17,-1,URBAN,8,104997
sdv-id-gKIcJR,Bad,Yes,124101,14,57,,Cashflows,Fresh,Unsecured,Society,R,South Dakota,South Tracyport,Secretary,Others,-1,862,RURAL,12,1944123
sdv-id-BcxWcj,Good,Yes,6080066,14,68,,Finance Ledgers,Top Up,Others,Society,M,Missouri,Darylton,Correspondent,Others,866,862,URBAN,23,36017363
sdv-id-ObYdCj,Good,No,1074866,14,36,18939340.49,Cashflows,Top Up,Others,Society,E,South Carolina,North Cherylfurt,Secretary,President,866,862,RURAL,7,9063254
sdv-id-ItlaPx,Bad,Yes,4806818,14,57,,Finance Ledgers,Fresh,Others,Society,[,Wisconsin,Gregoryhaven,Secretary,,49,230,URBAN,8,32920944
sdv-id-zQUyie,Bad,No,3362287,14,50,,Finance Ledgers,Fresh,Others,Society,B,Alaska,Kathrynfort,Treasurer,Treasurer,701,862,SEMIU,8,28380160
sdv-id-qNdYPh,Bad,No,10535946,14,72,,Finance Ledgers,Fresh,Others,Trust,F,Missouri,Lake Emily,Secretary,President,866,862,RURAL,19,51617049
sdv-id-JNNyCB,Bad,No,1635186,14,78,6130598.528,Cashflows,Fresh,Others,Trust,M,North Carolina,Lake Christopherburgh,Secretary,Secretary,861,-1,SEMIU,2,4326793
sdv-id-oYSEbn,Good,Yes,1716215,14,88,,Cashflows,Fresh,Others,Society,K,Georgia,Paulfurt,President,Correspondent,866,862,URBAN,3,6544949
sdv-id-Igkyld,Good,No,1199906,14,53,,Cashflows,Fresh,Unsecured,Society,F,Michigan,Castanedaside,Correspondent,Others,866,862,RURAL,28,19250882
sdv-id-xesABw,Bad,No,3294156,14,61,,Finance Ledgers,Top Up,Others,Society,d,Nebraska,Lake Ronald,Secretary,Vice President,866,-1,SEMIU,20,3003060
sdv-id-erTuhG,Bad,No,887463,14,61,24408265.44,Cashflows,Fresh,Secured,Society,S,Wyoming,South Justinport,Trustee,Trustee,866,64,RURAL,13,2815943
sdv-id-cKVilT,Bad,No,766293,14,57,,Cashflows,Fresh,Others,Society,E,Arizona,Patriciastad,Secretary,Vice President,256,862,SEMIU,9,11406573
sdv-id-vuGPcI,Bad,Yes,83839,14,33,20643718.82,Finance Ledgers,Top Up,Secured,Trust,E,Idaho,Fosterchester,Member,Trustee,866,862,RURAL,17,19603147
sdv-id-TjBCET,Good,No,45683,14,34,26586024.64,Cashflows,Fresh,Secured,Society,I,Illinois,Karenfurt,Secretary,President,866,862,RURAL,43,315619
sdv-id-chZKEs,Good,No,141359,14,60,10675803.26,Cashflows,Fresh,Others,Society,U,Wisconsin,Jessicamouth,Secretary,Others,-1,-1,RURAL,14,6742
sdv-id-wZGwct,Bad,Yes,30128,14,41,,Cashflows,Fresh,Unsecured,Trust,H,New York,Lake Matthew,President,Managing Director,866,760,RURAL,29,14856022
sdv-id-gBCigs,Good,No,67886,14,33,12126318.55,Cashflows,Fresh,Unsecured,Society,_,Alaska,Perryhaven,President,Secretary,866,-1,URBAN,11,3382567
sdv-id-gOxOen,Bad,No,3350043,14,73,19269796.7,Finance Audits,Fresh,Unsecured,Society,B,Minnesota,Williammouth,Managing Director,Managing Director,866,0,RURAL,11,12900673
sdv-id-vHFLxr,Good,No,935433,14,42,9978729.428,Cashflows,Fresh,Secured,Trust,F,Wyoming,West Gregory,President,President,866,13,SEMIU,21,4196403
sdv-id-MXRvhQ,Bad,No,1502400,14,53,22224474.7,Cashflows,Fresh,Others,Society,_,Washington,Lake Lawrence,Secretary,Correspondent,866,-1,URBAN,5,14608700
sdv-id-usGnbv,Bad,Yes,30367,14,26,,Finance Ledgers,Fresh,Secured,Society,Y,New York,Lake Joseph,President,Secretary,-1,-1,RURAL,4,869294
sdv-id-hpNkPP,Bad,Yes,441263,14,49,,Cashflows,Fresh,Unsecured,Society,V,New Mexico,Aguilarhaven,Secretary,Others,866,862,SEMIU,11,18036351
sdv-id-TvHNPz,Bad,No,9391,14,45,14448501.96,Finance Ledgers,Fresh,Secured,Society,_,Missouri,Foxview,Chairman,Treasurer,866,862,SEMIU,32,1132500
sdv-id-FMasMx,Bad,Yes,2769686,14,104,,Bank Credits,Fresh,Others,Society,R,Arkansas,Nathanielberg,Secretary,Trustee,866,862,RURAL,5,21904751
sdv-id-BXqYDN,Bad,No,941421,14,50,,Finance Ledgers,Fresh,Unsecured,Trust,C,Georgia,North Brandiside,Correspondent,Treasurer,0,0,SEMIU,5,21758430
sdv-id-bxEjCH,Good,No,2627590,14,58,,Cashflows,Fresh,Others,Society,C,Mississippi,North Courtneyview,Treasurer,Managing Director,851,-1,SEMIU,9,7363359
sdv-id-POQiAk,Good,No,3224754,14,60,8369204.165,Cashflows,Fresh,Others,Society,L,Nevada,Williamtown,Secretary,Member,831,862,SEMIU,7,2119220
sdv-id-uAvvIn,Bad,Yes,17822,14,39,,Finance Ledgers,Fresh,Unsecured,Trust,G,Alabama,Port Eric,Secretary,Treasurer,866,862,SEMIU,5,585172
sdv-id-ERLDLH,Bad,No,4961675,14,77,,Average Bank Balance,Fresh,Others,Society,U,Massachusetts,Jamesbury,President,Others,866,862,SEMIU,11,5372051
sdv-id-ytRGwj,Good,Yes,2975709,14,70,,Cashflows,Fresh,Unsecured,Trust,E,Nebraska,Stephanieland,Secretary,Trustee,866,862,SEMIU,13,42802768
sdv-id-BVZomr,Good,No,479560,14,33,17073838.98,Cashflows,Fresh,Unsecured,Society,V,Mississippi,Port Ernest,Chairman,Trustee,866,862,SEMIU,6,17793431
sdv-id-SIpeEr,Good,No,836812,14,38,10191250.36,Finance Ledgers,Fresh,Secured,Society,],Ohio,Pedrobury,Managing Director,Secretary,866,862,RURAL,63,3690727
sdv-id-sUdOSq,Good,Yes,3067163,14,72,,Cashflows,Fresh,Others,Society,P,Georgia,Peterchester,President,Vice President,44,741,URBAN,21,1977161
